PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,PARK_FACIL,BUILDTYPE,STREET,SALES_PRICE
P03282,KK Nagar,1351,41,2,1,Yes,Others,Gravel,9914760
P02219,Chrompet,750,33,1,1,No,Others,Gravel,7954750
P04652,Velachery,1598,7,2,1,No,Commercial,Gravel,13087480
P10016,Velachery,1856,52,3,2,Yes,Others,Gravel,9430410
P04574,Velachery,1584,11,2,1,No,House,No Access,8183130
P01911,Adyar,852,68,1,1,No,Commercial,Paved,8355660
P04130,Karapakkam,1650,14,2,2,Yes,Commercial,Paved,10554500
P01846,Karapakkam,1606,40,2,2,No,House,Gravel,7557000
P07527,Adyar,1152,80,1,1,Yes,House,Paved,10008685
P03836,KK Nagar,1763,79,2,1,Yes,Others,Gravel,12182240
P00935,Anna Nagar,1969,76,2,1,Yes,Commercial,Paved,22916500
P06912,Adyar,994,185,1,1,Yes,Others,No Access,7205505
P00405,T Nagar,1566,68,1,1,No,Others,Paved,11225380
P00745,Chrompet,914,52,1,1,Yes,Commercial,No Access,12010350
P04846,Anna Nagar,1757,19,1,1,No,House,No Access,11839510
P03934,Adyar,1241,62,2,2,No,Others,Paved,10568895
P09903,Velachery,1926,150,3,2,No,Commercial,No Access,14814620
P09299,Velachery,1531,67,2,1,No,House,Paved,6745340
P06579,Adyar,928,126,1,1,No,Commercial,No Access,10595700
P08140,Velachery,1716,113,2,1,No,House,Paved,7777550
P04432,Velachery,1637,192,2,1,Yes,Others,Paved,9014800
P00110,Chrompet,1286,103,2,1,Yes,Others,No Access,10675820
P02720,Karapakkam,1694,61,2,2,No,Commercial,Paved,11405500
P02135,Chrompet,770,25,1,1,No,Commercial,Gravel,9876750
P09818,Velachery,1677,199,2,1,Yes,House,Gravel,8859220
P08888,Adyar,790,200,1,1,No,Commercial,Gravel,9758035
P03609,Chrompet,1115,144,1,1,Yes,House,Paved,9005600
P06990,KK Nagar,1723,86,2,1,No,House,Paved,9160860
P03240,Karapakkam,1013,164,1,1,No,Commercial,No Access,9511000
P01501,Karapakkam,1143,29,1,1,No,Others,No Access,5947125
P04510,KK Nagar,1676,172,2,1,Yes,Commercial,Paved,15244800
P08054,Adyar,960,166,1,1,Yes,Others,Paved,8428090
P00983,T Nagar,1849,150,2,1,No,House,Gravel,13393470
P02798,Karapakkam,850,99,1,1,No,House,Gravel,3874500
P01496,Chrompet,935,192,1,1,Yes,Commercial,No Access,11529500
P06492,Karapakkam,1247,185,1,1,Yes,Commercial,Gravel,10758000
P02294,Karapakkam,1420,30,2,2,No,Others,Gravel,9082000
P07391,Chrompet,989,1,1,1,No,House,Gravel,9315900
P01190,Chrompet,1227,143,2,1,Yes,House,No Access,8845600
P08841,Velachery,1626,102,2,1,No,House,Pavd,7257400
P09423,Chrompet,787,162,1,1,Yes,Commercial,No Access,10751700
P03270,Velachery,1576,46,2,1,Yes,House,No Access,8567240
P02737,Karapakkam,594,195,1,1,No,House,No Access,5308500
P01455,Chormpet,991,105,1,1,No,House,Paved,8765000
P03663,Karapakkam,684,101,1,1,No,House,Gravel,3916750
P09663,Velachery,1717,26,2,1,No,House,No Access,7369890
P09262,Adyar,1195,139,1,1,Yes,Others,Gravel,9640575
P03248,Chrompet,951,73,1,1,No,Commercial,Gravel,11239600
P02103,Karapakkam,825,200,1,1,Yes,House,No Access,6778000
P07973,KK Nagar,2498,153,4,2,Yes,Commercial,Paved,19200260
P01642,Karapakkam,830,93,1,1,No,House,No Access,4242000
P01904,Karapakkam,1459,155,2,2,Yes,Others,Gravel,10388375
P06643,Chrompet,820,16,1,1,No,House,Gravel,8254700
P07495,KK Nagar,2434,28,4,2,Yes,Others,Gravel,14361720
P02240,Karapakkam,1647,61,2,2,Yes,House,No Access,9499000
P05697,Karapakkam,847,36,1,1,Yes,House,No Access,6814000
P00894,Anna Nagar,1863,132,2,1,Yes,Others,Paved,15082700
P08312,Adyar,1080,171,1,1,Yes,Others,Paved,10546405
P06459,Chrompet,1292,6,2,1,No,House,Paved,9746100
P07897,KK Nagar,1883,97,3,2,Yes,Others,Gravel,11447860
P09354,Velachery,1748,76,2,1,No,Others,No Access,9516880
P04244,Karapakkam,1621,9,2,2,No,Others,Paved,7580125
P07784,KK Nagar,2061,64,3,2,Yes,House,Paved,11373980
P08326,Velachery,1521,78,2,1,No,Commercial,No Access,12842120
P03429,Chrompet,839,71,1,1,Yes,Commercial,Gravel,11650250
P01162,Chrompet,1296,170,2,1,No,House,Gravel,9576550
P00818,Chrompet,1027,4,1,1,Yes,Others,No Access,9265490
P01897,KK Nagar,1921,28,3,2,No,Others,Paved,11354960
P01685,Adyar,855,117,1,1,Yes,House,Gravel,7815055
P09756,Velachery,1857,170,3,2,Yes,Others,No Access,10188470
P08273,Chrompet,920,67,1,1,Yes,Others,Paved,9211400
P09879,Velachery,1781,109,2,1,No,Commercial,No Access,12296550
P04749,Anna Nagar,1658,110,1,1,No,House,No Access,9615130
P02966,Karapakkam,1611,28,2,2,Yes,Commercial,Paved,12699000
P02973,KK Nagar,1339,26,2,1,Yes,Others,Gravel,11084700
P06478,Karapakkam,876,140,1,1,Yes,Others,Paved,6763000
P03448,Velachery,1880,149,3,2,No,Commercial,No Access,15074080
P05342,Karapakkam,1227,95,1,1,Yes,House,No Access,4969250
P05064,Chrompet,918,99,1,1,No,Others,Paved,8745660
P00649,Chrompet,750,78,1,1,Yes,Commercial,Paved,10428000
P00226,Anna Nagar,1631,137,1,1,No,House,Paved,10323980
P04649,Karapakkam,782,71,1,1,No,House,Gravel,4842750
P01209,Chrompet,1258,73,2,1,Yes,Others,No Access,11154910
P04518,T Nagar,1536,5,1,1,Yes,Others,No Access,12754890
P06599,Karapakkam,643,167,1,1,No,Commercial,NoAccess,6501000
P06369,Adyar,919,111,1,1,Yes,Others,No Access,8802735
P01922,Karapakkam,1180,81,1,1,No,Others,Gravel,8366750
P02636,Adyar,1167,15,1,1,No,Others,No Access,10474605
P05798,Velachery,1698,47,2,1,Yes,Others,Paved,10509330
P09534,Adyar,1051,38,1,1,No,Others,Gravel,8090620
P00794,Chrompet,881,79,1,1,No,Others,Gravel,8734920
P02238,Karapakkam,1042,82,1,1,Yes,House,Paved,6369250
P09804,Velachery,1954,24,3,2,No,House,Gravel,9484440
P08028,Adyar,919,147,1,1,No,House,Gravel,9310300
P06187,Karapakkam,1287,19,1,1,No,Commercial,Paved,9260750
P00412,Anna Nagar,1793,90,1,1,Yes,House,Paved,13186280
P08090,KK Nagar,1814,159,3,2,Yes,Commercial,Paved,16271740
P09649,Velachery,1889,117,3,2,No,House,No Access,7311370
P01795,Velachery,1642,80,2,1,No,Commercial,No Access,11653680
P06266,Velachery,1910,28,3,2,No,Commercial,Gravel,15831550
P03264,Chrompet,990,11,1,1,No,House,No Access,7302250
P04297,KK Nagar,1842,150,3,2,Yes,Others,Paved,11904740
P02528,Karapakkam,825,50,1,1,No,Commercial,Gravel,9305750
P03724,Chrompet,802,157,1,1,Yes,House,Paved,8657100
P03399,Karapakkam,858,160,1,1,No,Others,Gravel,5601750
P06847,KK Nagar,1499,130,2,1,Yes,Others,Paved,9789220
P00233,Anna Nagar,1828,26,2,1,Yes,Commercial,No Access,20581330
P08554,Chrompet,717,100,1,1,Yes,House,Gravel,7725200
P04935,Karapakkam,504,133,1,1,No,Others,Gravel,7019000
P06900,Anna Nagar,1823,11,2,1,Yes,House,Gravel,13410030
P03180,KK Nagar,1721,33,2,1,Yes,House,Paved,10199400
P08707,T Nagar,1734,28,1,1,No,Commercial,Paved,18918950
P04733,Chrompet,787,147,1,1,Yes,Commercial,Gravel,11703450
P06236,Chrompet,1265,30,2,1,No,House,Gravel,9735200
P09917,Velachery,1967,142,3,2,No,House,Paved,10826810
P01523,Chrompet,1008,148,1,1,Yes,Commercial,Paved,12894500
P00213,Chrompet,1120,166,1,1,Yes,Commercial,No Access,13208750
P09213,Anna Nagar,1952,53,2,1,Yes,Commercial,No Access,21026890
P03141,Karapakkam,1100,199,1,1,No,Others,Gravel,5438750
P06810,Adyar,1098,18,1,1,Yes,House,Gravel,10556410
P05973,KK Nagar,1470,3,2,1,No,House,Gravel,9163340
P08564,Chrompet,970,152,1,1,Yes,House,No Access,7463750
P04186,KK Nagar,1432,111,2,1,Yes,Others,Gravel,11489580
P01692,Karapakkam,790,119,1,1,No,Commercial,Paved,6102500
P03529,Chrompet,1149,52,1,1,No,Commercial,Paved,13734350
P05819,Chrompet,762,154,1,1,No,House,Paved,7037100
P01093,Chrompet,847,6,1,1,Yes,House,Paved,8931450
P07580,Velachery,1954,131,3,2,Yes,House,Gravel,10151490
P05723,KK Nagar,2232,172,4,2,Yes,Others,Gravel,14074260
P04389,Anna Nagar,1587,37,1,1,Yes,Commercial,No Access,17529450
P03062,T Nagar,1891,100,2,1,Yes,Commercial,Paved,21327550
P03678,KK Nagar,1916,193,3,2,No,Others,Gravel,10655980
P01694,Velachery,1622,62,2,1,Yes,Others,Paved,10581870
P02568,Velachery,1812,41,3,2,No,Commercial,Paved,15074740
P07023,Adyar,1010,121,1,1,Yes,Others,No Access,9817500
P08593,T Nagar,1526,80,1,1,Yes,Commercial,No Access,17673370
P04290,Chrompet,775,34,1,1,No,House,Gravel,6603250
P05709,Karapakkam,1239,78,1,1,Yes,Others,No Access,5947625
P07575,Anna Nagar,1538,94,1,1,No,House,No Access,9593040
P07988,Anna Nagar,1853,142,2,1,No,Commercial,Paved,20525170
P03542,Velachery,1536,37,2,1,Yes,Commercial,No Access,12946730
P08080,KK Nagar,2241,10,4,2,Yes,House,Paved,12561300
P04024,Velachery,1709,153,2,1,Yes,House,Paved,8133770
P06953,Chrompet,1282,137,2,1,No,Commercial,Gravel,15195200
P04836,Karapakkam,1319,55,1,1,No,House,No Access,4746500
P08875,Adyar,994,14,1,1,Yes,House,Gravel,10381895
P00591,Chrompet,782,192,1,1,No,Others,Paved,7344340
P05392,KK Nagar,2235,21,4,2,No,Commercial,Paved,18201340
P04324,Adyar,650,159,1,1,Yes,House,Paved,9080015
P03831,Anna Nagar,1677,55,1,1,No,House,Paved,10617090
P06758,Adyar,684,82,1,1,No,Others,Paved,4575925
P00987,Chrompet,1128,41,1,1,Yes,House,No Access,9805150
P06469,KK Nagar,1360,157,2,1,Yes,Commercial,Paved,12623360
P05909,Chrompet,895,193,1,1,Yes,Others,Gravel,9533400
P02246,Chrompet,1227,104,2,1,Yes,Others,Paved,10499240
P08659,T Nagar,1720,187,1,1,No,House,Paved,11440690
P02054,Karapakkam,1003,42,1,1,No,House,Paved,7064250
P03753,KK Nagar,2114,106,3,2,No,Commercial,Gravel,16929800
P01032,Chrompet,973,155,1,1,Yes,House,Paved,8457350
P07331,Velachery,1655,139,2,1,Yes,House,Paved,8725740
P08477,Adyar,910,141,1,1,No,House,Gravel,6513570
P09338,Adyar,840,97,1,1,Yes,House,No Access,8572425
P06550,KK Nagar,1835,194,3,2,No,Commercial,Paved,15493260
P00918,Chrompet,1001,1,1,1,No,Others,Gravel,9724320
P04151,Anna Nagar,1646,94,1,1,Yes,Commercial,Paved,20519100
P02861,Chrompet,907,38,1,1,No,Others,Gravel,8947040
P08174,Adyar,809,171,1,1,Yes,Others,Paved,9043635
P01460,Chrompet,1278,99,2,1,No,Commercial,Gravel,14597300
P07573,Chrompet,1051,66,1,1,No,Others,Gravel,9310120
P06761,Adyar,1054,59,1,1,No,Others,No Access,7740080
P05344,Karapakkam,971,161,1,1,Yes,Commercial,Paved,8878250
P07249,KK Nagar,1956,103,3,2,No,Commercial,Gravel,16677180
P09099,Anna Nagar,1921,106,2,1,Yes,Others,No Access,14301080
P01598,Karapakkam,947,102,1,1,Yes,Others,Gravel,5523875
P07521,Velachery,1514,67,2,1,Yes,Others,No Access,7932350
P05384,Karapakkam,1125,176,1,1,No,Commercial,No Access,8072750
P04156,Karapakkam,1394,60,2,2,Yes,House,No Access,6962250
P06499,Karapakkam,1609,60,2,2,No,Commercial,Paved,12977000
P04076,T Nagar,1916,166,2,1,No,House,Gravel,13174940
P00978,Chrompet,1015,24,1,1,No,House,No Access,7742000
P00555,Chrompet,835,124,1,1,No,Others,Paved,6996450
P01150,Anna Nagar,1617,128,1,1,No,House,No Access,11367820
P01579,T Nagar,1901,75,2,1,No,House,Gravel,14001530
P00602,Anna Nagar,1548,81,1,1,Yes,Commercial,Paved,18598580
P00021,Anna Nagar,1660,50,1,1,Yes,House,No Access,11618510
P04742,Karapakkam,890,163,1,1,Yes,Others,Gravel,6715750
P09137,Chrompet,956,134,1,1,Yes,Commercial,Paved,11844950
P09264,Velachery,1841,37,3,2,Yes,House,Gravel,11492190
P03499,Chrompet,1280,185,2,1,No,Commercial,No Access,14153850
P05469,Anna Nagar,1636,66,1,1,Yes,Others,No Access,13483830
P02419,KK Nagar,2204,126,3,2,Yes,Others,Paved,12257060
P04073,Karapakkam,1203,199,1,1,Yes,Others,No Access,6016875
P07058,Chrompet,1122,33,1,1,No,House,Paved,8015800
P02843,Anna Nagar,1574,78,1,1,No,House,Gravel,11003670
P04582,KK Nagar,1374,172,2,1,No,House,Gravel,9741520
P04534,Velachery,1746,163,2,1,Yes,Commercial,Paved,13626420
P04604,Karapakkam,1370,193,2,2,Yes,House,Gravel,7633500
P01660,Karapakkam,1362,27,2,2,No,House,Gravel,5878000
P08614,Anna Nagar,1897,148,2,1,No,Commercial,Gravel,20738440
P00397,Chrompet,1020,80,1,1,No,House,Paved,8000250
P08186,Chrompet,897,79,1,1,Yes,House,No Access,8897050
P09149,Adyar,1023,198,1,1,No,Commercial,Gravel,12114895
P02319,Karapakkam,1344,100,2,2,Yes,Others,Paved,9341250
P03044,Anna Nagar,1689,96,1,1,Yes,Commercial,Gravel,20514620
P09258,Velachery,1764,28,2,1,No,Commercial,No Access,14687760
P06684,KK Nagar,1820,84,3,2,Yes,House,Paved,11095100
P05396,Chrompet,987,39,1,1,Yes,House,Gravel,10646600
P07340,T Nagar,1688,171,1,1,Yes,House,No Access,12872810
P07209,Anna Nagar,1908,164,2,1,No,House,No Access,12114050
P07150,Chrompet,1078,54,1,1,Yes,House,Paved,9348350
P02801,Karapakkam,1637,100,2,2,Yes,House,Paved,9407500
P06936,Adyar,1019,87,1,1,Yes,House,Paved,8963715
P00573,Chrompet,1198,7,1,1,Yes,Commercial,No Access,13163050
P04988,Chrompet,1002,45,1,1,Yes,Commercial,Gravel,12654700
P01745,Karapakkam,1088,176,1,1,No,Commercial,Gravel,8482500
P03455,Anna Nagar,1703,101,1,1,Yes,Commercial,Gravel,20989850
P01212,Chrompet,946,190,1,1,Yes,House,Paved,8275800
P05818,Velachery,1983,6,3,2,No,Commercial,Paved,13291100
P05066,Karapakkam,1112,190,1,1,No,Commercial,Paved,9928250
P02291,Adyar,700,134,1,1,Yes,House,Paved,7609525
P00114,Anna Nagar,1956,133,2,1,Yes,Others,No Access,15178120
P07258,KK Nagar,1666,175,2,1,No,Others,Paved,10105060
P09876,Velachery,1959,73,3,2,No,House,Paved,10225280
P04051,Chrompet,1276,92,2,1,Yes,Others,No Access,10309370
P09289,Chrompet,1079,171,1,1,Yes,House,Paved,8463200
P03026,KK Nagar,2357,151,4,2,Yes,Others,Gravel,12871060
P06043,Anna Nagar,1988,134,2,1,No,Others,Gravel,14774770
P05810,Karapakkam,1257,35,1,1,Yes,Others,Paved,8172125
P09107,Velachery,1827,182,3,2,No,Commercial,Paved,14818680
P05658,T Nagar,1661,51,1,1,Yes,Commercial,Paved,20450950
P05299,Karapakkam,939,35,1,1,No,Commercial,Paved,9149000
P02450,Velachery,1607,45,2,1,Yes,Commercial,No Access,12499040
P05577,KK Nagar,1829,50,3,2,No,Others,Paved,10272980
P07588,Chrompet,806,11,1,1,No,House,Gravel,8636400
P02397,Chrompet,784,162,1,1,No,House,Paved,7499900
P09734,Velachery,1540,36,2,1,Yes,Commercial,Gravel,12647660
P00141,Anna Nagar,1794,62,1,1,No,Commercial,Paved,20838230
P05230,KK Nagar,1875,22,3,2,No,House,Paved,9329120
P04567,KK Nagar,1494,35,2,1,No,House,Gravel,9120360
P06786,T Nagar,1921,134,2,1,Yes,Commercial,Paved,21050860
P03967,Adyar,603,188,1,1,No,House,Gravel,6185335
P03081,KK Nagar,1479,192,2,1,No,Others,Paved,8400920
P04053,Anna Nagar,1574,128,1,1,No,House,Gravel,11855940
P09186,Chrompet,730,4,1,1,Yes,Others,Paved,8972600
P05169,KK Nagar,2450,197,4,2,No,House,Gravel,12506600
P06838,KK Nagar,1379,83,2,1,No,Others,Gravel,10209760
P07163,T Nagar,1621,101,1,1,No,Others,Paved,12899530
P05502,Karapakkam,617,74,1,1,No,Others,No Access,2476375
P02014,Karapakkam,508,115,1,1,Yes,House,Gravel,5679000
P06298,Karapakkam,1485,120,2,2,Yes,House,No Access,8020500
P04173,Karapakkam,804,46,1,1,No,Commercial,No Access,8396250
P08552,Chrompet,917,147,1,1,No,House,No Access,7110600
P02549,Anna Nagar,1729,80,1,1,No,Others,Gravel,14158860
P07189,Chrompet,1102,89,1,1,Yes,Commercial,Gravel,14510950
P09800,Velachery,1826,67,3,2,Yes,Commercial,Paved,16595470
P06511,Velachery,1864,46,3,2,Yes,Commercial,Gravel,15913570
P09936,Velachery,1776,196,2,1,No,Others,Paved,10423510
P04448,Chrompet,1091,184,1,1,No,Commercial,No Access,12690600
P06861,Adyar,712,118,1,1,Yes,Commercial,Paved,10606765
P00400,Chrompet,795,16,1,1,Yes,Commercial,Gravel,12313350
P06876,Chrompet,922,80,1,1,Yes,Commercial,Paved,13289900
P05520,Karapakkam,1473,80,2,2,Yes,House,Paved,8352000
P05784,Karapakkam,1699,10,2,2,Yes,Commercial,No Access,11423750
P02944,Chrompet,1026,5,1,1,No,Others,Gravel,10120070
P08343,Anna Nagar,1570,68,1,1,No,Others,No Access,10738110
P07598,KK Nagar,1479,199,2,1,No,House,Gravel,8495640
P03992,KK Nagar,2380,20,4,2,No,Others,Gravel,12341040
P00005,Chrompet,704,52,1,1,No,House,Gravel,6248450
P06750,KK Nagar,1325,139,1,1,Yes,House,Paved,8477500
P09888,Velachery,1558,49,2,1,No,Commercial,Paved,12564350
P05990,Chrompet,1133,64,1,1,Yes,Others,NoAccess,9304960
P01925,KK Nagar,1866,86,3,2,No,House,Gravel,10822220
P03737,Adyar,936,106,1,1,Yes,Others,Paved,9038260
P07961,Velachery,1657,187,2,1,No,Commercial,No Access,10849950
P02140,Chrompet,904,36,1,1,No,Others,No Access,8452080
P00010,Chrompet,924,183,1,1,Yes,Commercial,Gravel,13485100
P07072,KK Nagar,2031,74,3,2,Yes,Others,Paved,11878140
P03421,Velachery,1945,63,3,2,Yes,House,Gravel,10961920
P00283,Chrompet,1297,170,2,1,No,House,Gravel,10088450
P05261,KK Nagar,2179,132,3,2,Yes,Commercial,Paved,17858980
P01280,Chrompet,996,191,1,1,Yes,House,Gravel,9135400
P03614,Chrompet,969,176,1,1,No,Others,Paved,8646380
P09768,Velachery,1506,180,2,1,No,Others,Gravel,8576110
P01154,Chrompet,1095,52,1,1,No,House,Gravel,8367250
P02825,KK Nagar,1329,44,1,1,Yes,Others,Paved,9840760
P04522,Karapakkam,1130,130,1,1,Yes,Others,Gravel,8461500
P05489,Karapakkam,1299,141,1,1,No,Commercial,Paved,10651250
P02321,Karapakkam,514,79,1,1,No,House,No Access,3093500
P03117,KK Nagar,1738,178,2,1,No,House,Gravel,10646500
P00901,TNagar,1782,168,1,1,No,House,Gravel,12105050
P04095,Karapakkam,749,132,1,1,Yes,House,No Access,5325000
P08127,Chrompet,1267,5,2,1,Yes,House,No Access,9396600
P01770,Karapakkam,694,32,1,1,No,Commercial,Gravel,6936250
P07769,Adyar,1175,69,1,1,Yes,Others,Paved,10732635
P00472,Anna Nagar,1846,62,2,1,No,Commercial,Paved,20244990
P06784,KK Nagar,1428,17,2,1,Yes,Commercial,Paved,12964940
P06600,Adyar,824,46,1,1,Yes,Others,Paved,7881135
P07051,Velachery,1637,157,2,1,Yes,Commercial,Gravel,13460460
P05476,KK Nagar,2189,144,3,2,Yes,Others,Gravel,13791820
P05987,Adyar,1128,123,1,1,Yes,House,No Access,9662810
P06340,Karapakkam,1213,22,1,1,No,House,Paved,6918250
P09606,Velachery,1984,138,3,2,Yes,Commercial,Gravel,15679400
P08363,Adyar,680,126,1,1,Yes,Commercial,Paved,8588630
P09991,Velachery,1508,54,2,1,No,House,Paved,6890790
P00225,Anna Nagar,2000,102,2,1,No,Commercial,Paved,20926890
P09068,Anna Nagar,1538,187,1,1,Yes,Commercial,Gravel,19964360
P00463,T Nagar,1723,19,1,1,Yes,House,No Access,12565070
P08781,Chrompet,1161,58,1,1,Yes,Others,Paved,10586920
P09764,Velachery,1676,34,2,1,Yes,Others,Gravel,9089160
P00092,T Nagar,1749,4,1,1,No,House,Paved,11351890
P07349,KK Nagar,2199,200,3,2,Yes,House,Gravel,12761560
P01009,Chrompet,1101,30,1,1,No,House,Gravel,8982400
P09032,Adyar,1240,5,2,2,Yes,Others,Paved,10636820
P08562,Adyar,1266,7,2,2,No,Others,Gravel,8122870
P00419,Chrompet,1021,159,1,1,Yes,Others,Paved,9315520
P04239,Velachery,1713,72,2,1,Yes,House,Paved,7897470
P09599,Velachery,1563,158,2,1,No,House,No Access,5613270
P07253,Chrompet,889,133,1,1,No,Commercial,Gravel,12146250
P06627,Velachery,1925,17,3,2,Yes,Others,Gravel,11055190
P05740,KK Nagar,1791,107,3,2,No,House,Gravel,10434260
P09482,Chrompet,910,178,1,1,Yes,House,Paved,9186250
P03154,KK Nagar,2450,78,4,2,No,House,Gravel,11638240
P03878,KK Nagar,1763,155,2,1,Yes,Others,Paved,10388400
P01507,Chrompet,1170,5,1,1,No,Commercial,Paved,12448500
P04170,Adyar,1294,26,2,2,Yes,House,Gravel,10383300
P03417,KK Nagar,1386,101,2,1,Yes,Commercial,Paved,13800700
P05231,Karapakkam,1506,156,2,2,Yes,House,No Access,6450250
P02862,Anna Nagar,1830,33,2,1,No,Commercial,Gravel,20787310
P00776,Chrompet,744,112,1,1,Yes,House,No Access,6481200
P00305,Chrompet,1298,75,2,1,Yes,House,No Access,9719400
P00751,Anna Nagar,1615,181,1,1,No,House,No Access,9845950
P03091,KK Nagar,1964,35,3,2,No,House,Paved,10084580
P01272,Chrompet,812,21,1,1,No,House,No Access,7226100
P03694,Adyar,1270,70,2,2,Yes,Commercial,Paved,14569565
P01753,Karapakkam,1045,59,1,1,No,House,No Access,3574750
P07454,Chrompet,1093,51,1,1,No,House,No Access,8750400
P07901,Chrompet,934,29,1,1,No,Others,No Access,7151680
P02177,Velachery,1617,171,2,1,No,House,No Access,8528890
P05995,Velachery,1994,87,3,2,No,House,No Access,8376880
P10012,Velachery,1759,8,2,1,Yes,House,Gravel,11978830
P05821,KK Nagar,1968,126,3,2,Yes,Others,Gravel,13053180
P03762,Karapakkam,785,103,1,1,No,Others,No Access,4146875
P03670,Velachery,1956,11,3,2,No,Others,Paved,9566290
P05190,Karapakkam,1042,27,1,1,No,Others,Gravel,5998500
P07762,Anna Nagar,1566,21,1,1,No,Others,No Access,11470100
P07891,KK Nagar,1380,167,2,1,No,Commercial,Gravel,12076560
P01511,Karapakkam,1047,52,1,1,Yes,House,Gravel,6794000
P01363,Chrompet,975,80,1,1,No,House,Paved,8074850
P05250,Chrompet,1036,152,1,1,No,House,No Access,8313550
P04159,Anna Nagar,1960,56,2,1,No,Others,Paved,12976220
P02008,KK Nagar,2438,153,4,2,No,House,Paved,11871500
P09033,T Nagar,1752,163,1,1,No,Others,No Access,11987190
P01285,Chrompet,1272,192,2,1,No,Others,Paved,9065140
P09422,Adyr,784,17,1,1,No,House,Gravel,9044045
P02977,KK Nagar,2461,184,4,2,No,Others,Gravel,12712980
P05870,Chrompet,911,98,1,1,No,Commercial,Paved,11507600
P06982,KK Nagar,2330,1,4,2,Yes,Commercial,Gravel,19768320
P09379,Velachery,1673,86,2,1,No,House,No Access,8483250
P05466,Chrompet,1171,10,1,1,No,Commercial,No Access,14035050
P09802,Velachery,1966,60,3,2,No,House,Gravel,9343170
P04583,Karapakkam,850,125,1,1,Yes,Commercial,Gravel,7039250
P06789,Anna Nagar,1622,37,1,1,No,House,Gravel,11308830
P09740,Velachery,1938,5,3,2,No,House,Gravel,11554330
P08503,Anna Nagar,1867,138,2,1,Yes,House,Paved,13507780
P03947,Adyar,791,72,1,1,Yes,Others,No Access,6387040
P08482,Anna Nagar,1958,82,2,1,No,Commercial,No Access,19801690
P07603,Anna Nagar,1601,108,1,1,No,Others,Gravel,12646540
P06374,Karapakkam,1617,160,2,2,Yes,Commercial,Gravel,14486250
P00831,Chrompet,1015,105,1,1,No,Commercial,Paved,11677750
P01646,T Nagar,1572,111,1,1,Yes,House,Gravel,12274630
P09147,T Nagar,1924,139,2,1,No,Others,Paved,13780460
P00891,T Nagar,1848,33,2,1,No,Others,Paved,14772160
P01111,Chrompet,1238,34,2,1,Yes,House,Gravel,10064150
P00450,T Nagar,1556,188,1,1,Yes,House,No Access,12215170
P01840,Anna Nagar,1543,97,1,1,Yes,Commercial,No Access,18080410
P00093,Anna Nagar,1534,7,1,1,No,Commercial,Paved,17311570
P06381,KK Nagar,1635,46,2,1,No,House,Paved,8908220
P02596,KK Nagar,1450,120,2,1,Yes,Others,Gravel,10613220
P05834,Chrompet,1117,152,1,1,No,Others,Paved,8282640
P01699,Chrompet,953,18,1,1,Yes,House,No Access,8050150
P07461,Chrompet,742,7,1,1,Yes,House,No Access,7439700
P03911,Karapakkam,820,63,1,1,Yes,House,No Access,5435750
P06117,Anna Nagar,1895,194,2,1,Yes,House,Gravel,13770420
P07100,Anna Nagar,1717,199,1,1,Yes,Commercial,Paved,20330350
P02382,Chrompet,790,166,1,1,Yes,Others,Gravel,8664000
P07570,Velachery,1885,156,3,2,Yes,Commercial,Paved,16410600
P01658,Velachery,1749,181,2,1,Yes,Others,Paved,12403030
P05098,Karapakkam,734,151,1,1,No,House,Gravel,6702250
P02464,Karapakkam,1624,3,2,2,No,House,No Access,5383250
P06978,Adyar,953,63,1,1,Yes,Others,Paved,8233645
P07540,Chrompet,967,158,1,1,Yes,Others,Paved,8249290
P07507,Chrompet,961,15,1,1,No,House,Gravel,8720250
P04572,Karapakkam,1034,73,1,1,Yes,Others,No Access,6117000
P09020,Velachery,1940,89,3,2,No,House,Pavd,10771580
P04050,Chrompet,753,150,1,1,No,Commercial,Gravel,9264900
P05790,Karapakkam,755,76,1,1,No,Commercial,Paved,6789000
P09268,Anna Nagar,1971,72,2,1,No,Commercial,No Access,21266520
P00895,Chrompet,1026,29,1,1,Yes,Commercial,Paved,12798800
P04402,Karapakkam,1375,151,2,2,No,Others,Paved,5643625
P03279,Karapakkam,728,97,1,1,No,House,No Access,2939750
P00286,Anna Nagar,1807,70,2,1,No,Others,No Access,13003580
P03925,Karapakkam,1333,31,2,2,No,Commercial,No Access,9718500
P00965,Chrompet,1093,142,1,1,Yes,House,Paved,9491150
P08696,Adyar,1191,152,1,1,No,Others,Paved,7741945
P05022,T Nagar,1984,156,2,1,Yes,Others,Gravel,16766120
P01583,Karapakkam,888,9,1,1,Yes,House,Gravel,6422750
P00275,Chrompet,1100,102,1,1,Yes,Commercial,Gravel,14826000
P03976,Chrompet,1294,90,2,1,Yes,Commercial,Gravel,15199400
P04451,Velachery,1904,89,3,2,No,Others,Paved,10058510
P05059,Karapakkam,1045,34,1,1,Yes,Others,Paved,8563875
P03760,Karapakkam,1253,200,1,1,No,House,Paved,6036750
P05612,KK Nagar,1472,138,2,1,No,Commercial,Gravel,13185700
P07446,Anna Nagar,1765,97,1,1,No,Commercial,Gravel,20325440
P01278,T Nagar,1634,65,1,1,Yes,House,Gravel,13427670
